txn_date,province,new_case,total_case,new_case_excludeabroad,total_case_excludeabroad,new_death,total_death
2020-03-27,สุรินทร์,1,5,1,4,0,0
2020-03-27,สุโขทัย,0,3,0,3,0,0
2020-03-27,หนองคาย,1,1,1,1,0,0
2020-03-27,หนองบัวลำภู,0,1,0,1,0,0
2020-03-27,อำนาจเจริญ,0,1,0,1,0,0
2020-03-27,อุดรธานี,1,9,0,8,0,0
2020-03-27,อุตรดิตถ์,0,0,0,0,0,0
2020-03-27,อุทัยธานี,0,1,0,1,0,0
2020-03-27,อุบลราชธานี,2,11,2,10,0,0
2020-03-27,อ่างทอง,0,0,0,0,0,0
2020-03-27,เชียงราย,0,3,0,3,0,0
2020-03-27,เชียงใหม่,4,18,3,14,0,0
2020-03-27,เพชรบุรี,0,1,0,1,0,0
2020-03-27,เพชรบูรณ์,0,3,0,2,0,0
2020-03-27,เลย,1,2,1,2,0,0
2020-03-27,แพร่,0,1,0,1,0,0
2020-03-27,แม่ฮ่องสอน,1,1,0,0,0,0
2020-03-27,ไม่ระบุ,0,0,0,0,0,0
2020-03-28,กระบี่,0,7,0,5,0,0
2020-03-28,กรุงเทพมหานคร,57,680,47,550,1,5
2020-03-28,กาญจนบุรี,0,8,0,6,0,0
2020-03-28,กาฬสินธุ์,0,2,0,2,0,0
2020-03-28,กำแพงเพชร,0,0,0,0,0,0
2020-03-28,ขอนแก่น,0,2,0,2,0,0
2020-03-28,จันทบุรี,0,3,0,2,0,0
2020-03-28,ฉะเชิงเทรา,0,11,0,10,0,0
2020-03-28,ชลบุรี,1,39,1,30,0,0
2020-03-28,ชัยนาท,0,0,0,0,0,0
2020-03-28,ชัยภูมิ,1,2,1,2,0,0
2020-03-28,ชุมพร,0,0,0,0,0,0
2020-03-28,ตรัง,0,4,0,4,0,0
2020-03-28,ตราด,0,0,0,0,0,0
2020-03-28,ตาก,1,2,0,0,0,0
2020-03-28,นครนายก,0,1,0,1,0,0
2020-03-28,นครปฐม,2,11,2,9,0,0
2020-03-28,นครพนม,0,0,0,0,0,0
2020-03-28,นครราชสีมา,0,12,0,12,0,0
2020-03-28,นครศรีธรรมราช,0,5,0,4,0,0
2020-03-28,นครสวรรค์,1,3,1,2,0,0
2020-03-28,นนทบุรี,7,94,7,85,0,0
2020-03-28,นราธิวาส,1,8,1,2,0,1
2020-03-28,น่าน,0,0,0,0,0,0
2020-03-28,บึงกาฬ,0,0,0,0,0,0
2020-03-28,บุรีรัมย์,3,9,3,7,0,0
2020-03-28,ปทุมธานี,3,17,2,15,0,0
2020-03-28,ประจวบคีรีขันธ์,1,10,0,4,0,0
2020-03-28,ปราจีนบุรี,0,3,0,3,0,0
2020-03-28,ปัตตานี,5,34,3,20,0,0
2020-03-28,พระนครศรีอยุธยา,0,0,0,0,0,0
2020-03-28,พะเยา,1,1,1,1,0,0
2020-03-28,พังงา,0,0,0,0,0,0
2020-03-28,พัทลุง,0,6,0,6,0,0
2020-03-28,พิจิตร,0,0,0,0,0,0
2020-03-28,พิษณุโลก,0,2,0,2,0,0
2020-03-28,ภูเก็ต,6,49,6,36,0,0
2020-03-28,มหาสารคาม,0,1,0,1,0,0
2020-03-28,มุกดาหาร,1,4,1,4,0,0
2020-03-28,ยะลา,2,28,1,10,0,0
2020-03-28,ยโสธร,0,1,0,0,0,0
2020-03-28,ระนอง,0,0,0,0,0,0
2020-03-28,ระยอง,0,5,0,4,0,0
2020-03-28,ราชบุรี,1,7,1,4,0,0
2020-03-28,ร้อยเอ็ด,0,3,0,3,0,0
2020-03-28,ลพบุรี,0,2,0,2,0,0
2020-03-28,ลำปาง,0,0,0,0,0,0
2020-03-28,ลำพูน,0,0,0,0,0,0
2020-03-28,ศรีสะเกษ,2,5,2,5,0,0
2020-03-28,สกลนคร,0,0,0,0,0,0
2020-03-28,สงขลา,3,22,3,8,0,0
2020-03-28,สตูล,0,0,0,0,0,0
2020-03-28,สมุทรปราการ,0,43,0,36,0,0
2020-03-28,สมุทรสงคราม,0,0,0,0,0,0
2020-03-28,สมุทรสาคร,1,6,1,6,0,0
2020-03-28,สระบุรี,0,3,0,3,0,0
2020-03-28,สระแก้ว,0,7,0,1,0,0
2020-03-28,สิงห์บุรี,0,0,0,0,0,0
2020-03-28,สุพรรณบุรี,0,1,0,1,0,0
2020-03-28,สุราษฎร์ธานี,0,12,0,10,0,0
2020-03-28,สุรินทร์,0,5,0,4,0,0
2020-03-28,สุโขทัย,0,3,0,3,0,0
2020-03-28,หนองคาย,0,1,0,1,0,0
2020-03-28,หนองบัวลำภู,0,1,0,1,0,0
2020-03-28,อำนาจเจริญ,0,1,0,1,0,0
2020-03-28,อุดรธานี,0,9,0,8,0,0
2020-03-28,อุตรดิตถ์,0,0,0,0,0,0
2020-03-28,อุทัยธานี,0,1,0,1,0,0
2020-03-28,อุบลราชธานี,1,12,0,10,0,0
2020-03-28,อ่างทอง,0,0,0,0,0,0
2020-03-28,เชียงราย,3,6,2,5,0,0
2020-03-28,เชียงใหม่,1,19,1,15,0,0
2020-03-28,เพชรบุรี,0,1,0,1,0,0
2020-03-28,เพชรบูรณ์,0,3,0,2,0,0
2020-03-28,เลย,0,2,0,2,0,0
2020-03-28,แพร่,0,1,0,1,0,0
2020-03-28,แม่ฮ่องสอน,3,4,3,3,0,0
2020-03-28,ไม่ระบุ,0,0,0,0,0,0
2020-03-29,กระบี่,0,7,0,5,0,0
2020-03-29,กรุงเทพมหานคร,127,807,110,660,0,5
2020-03-29,กาญจนบุรี,0,8,0,6,0,0
2020-03-29,กาฬสินธุ์,0,2,0,2,0,0
2020-03-29,กำแพงเพชร,0,0,0,0,0,0
2020-03-29,ขอนแก่น,0,2,0,2,0,0
2020-03-29,จันทบุรี,0,3,0,2,0,0
2020-03-29,ฉะเชิงเทรา,0,11,0,10,0,0
2020-03-29,ชลบุรี,0,39,0,30,0,0
2020-03-29,ชัยนาท,0,0,0,0,0,0
2020-03-29,ชัยภูมิ,0,2,0,2,0,0
2020-03-29,ชุมพร,0,0,0,0,0,0
2020-03-29,ตรัง,1,5,1,5,0,0
2020-03-29,ตราด,0,0,0,0,0,0
2020-03-29,ตาก,0,2,0,0,0,0
2020-03-29,นครนายก,0,1,0,1,0,0
2020-03-29,นครปฐม,0,11,0,9,0,0
2020-03-29,นครพนม,0,0,0,0,0,0
2020-03-29,นครราชสีมา,1,13,1,13,0,0
2020-03-29,นครศรีธรรมราช,0,5,0,4,0,0
2020-03-29,นครสวรรค์,0,3,0,2,0,0
2020-03-29,นนทบุรี,3,97,3,88,1,1
2020-03-29,นราธิวาส,1,9,0,2,0,1
2020-03-29,น่าน,0,0,0,0,0,0
2020-03-29,บึงกาฬ,0,0,0,0,0,0
2020-03-29,บุรีรัมย์,0,9,0,7,0,0
2020-03-29,ปทุมธานี,0,17,0,15,0,0
2020-03-29,ประจวบคีรีขันธ์,0,10,0,4,0,0
2020-03-29,ปราจีนบุรี,0,3,0,3,0,0
2020-03-29,ปัตตานี,0,34,0,20,0,0
2020-03-29,พระนครศรีอยุธยา,0,0,0,0,0,0
2020-03-29,พะเยา,1,2,1,2,0,0
2020-03-29,พังงา,0,0,0,0,0,0
2020-03-29,พัทลุง,0,6,0,6,0,0
2020-03-29,พิจิตร,0,0,0,0,0,0
2020-03-29,พิษณุโลก,0,2,0,2,0,0
2020-03-29,ภูเก็ต,2,51,2,38,0,0
2020-03-29,มหาสารคาม,0,1,0,1,0,0
2020-03-29,มุกดาหาร,0,4,0,4,0,0
2020-03-29,ยะลา,2,30,1,11,0,0
2020-03-29,ยโสธร,0,1,0,0,0,0
2020-03-29,ระนอง,0,0,0,0,0,0
2020-03-29,ระยอง,0,5,0,4,0,0
2020-03-29,ราชบุรี,0,7,0,4,0,0
2020-03-29,ร้อยเอ็ด,0,3,0,3,0,0
2020-03-29,ลพบุรี,0,2,0,2,0,0
2020-03-29,ลำปาง,0,0,0,0,0,0
2020-03-29,ลำพูน,0,0,0,0,0,0
2020-03-29,ศรีสะเกษ,0,5,0,5,0,0
2020-03-29,สกลนคร,0,0,0,0,0,0
2020-03-29,สงขลา,0,22,0,8,0,0
2020-03-29,สตูล,0,0,0,0,0,0
2020-03-29,สมุทรปราการ,1,44,0,36,0,0
2020-03-29,สมุทรสงคราม,0,0,0,0,0,0
2020-03-29,สมุทรสาคร,0,6,0,6,0,0
2020-03-29,สระบุรี,1,4,1,4,0,0
2020-03-29,สระแก้ว,0,7,0,1,0,0
2020-03-29,สิงห์บุรี,0,0,0,0,0,0
2020-03-29,สุพรรณบุรี,0,1,0,1,0,0
2020-03-29,สุราษฎร์ธานี,0,12,0,10,0,0
2020-03-29,สุรินทร์,0,5,0,4,0,0
2020-03-29,สุโขทัย,0,3,0,3,0,0
2020-03-29,หนองคาย,0,1,0,1,0,0
2020-03-29,หนองบัวลำภู,0,1,0,1,0,0
2020-03-29,อำนาจเจริญ,0,1,0,1,0,0
2020-03-29,อุดรธานี,0,9,0,8,0,0
2020-03-29,อุตรดิตถ์,0,0,0,0,0,0
2020-03-29,อุทัยธานี,0,1,0,1,0,0
2020-03-29,อุบลราชธานี,0,12,0,10,0,0
2020-03-29,อ่างทอง,0,0,0,0,0,0
2020-03-29,เชียงราย,0,6,0,5,0,0
2020-03-29,เชียงใหม่,1,20,1,16,0,0
2020-03-29,เพชรบุรี,0,1,0,1,0,0
2020-03-29,เพชรบูรณ์,0,3,0,2,0,0
2020-03-29,เลย,0,2,0,2,0,0
2020-03-29,แพร่,0,1,0,1,0,0
2020-03-29,แม่ฮ่องสอน,0,4,0,3,0,0
2020-03-29,ไม่ระบุ,0,0,0,0,0,0
2020-03-30,กระบี่,1,8,0,5,0,0
2020-03-30,กรุงเทพมหานคร,92,899,82,742,1,6
2020-03-30,กาญจนบุรี,0,8,0,6,0,0
2020-03-30,กาฬสินธุ์,0,2,0,2,0,0
2020-03-30,กำแพงเพชร,0,0,0,0,0,0
2020-03-30,ขอนแก่น,1,3,0,2,0,0
2020-03-30,จันทบุรี,0,3,0,2,0,0
2020-03-30,ฉะเชิงเทรา,0,11,0,10,0,0
2020-03-30,ชลบุรี,3,42,2,32,0,0
2020-03-30,ชัยนาท,0,0,0,0,0,0
2020-03-30,ชัยภูมิ,0,2,0,2,0,0
2020-03-30,ชุมพร,0,0,0,0,0,0
2020-03-30,ตรัง,0,5,0,5,0,0
2020-03-30,ตราด,0,0,0,0,0,0
2020-03-30,ตาก,0,2,0,0,0,0
2020-03-30,นครนายก,0,1,0,1,0,0
2020-03-30,นครปฐม,1,12,1,10,0,0
2020-03-30,นครพนม,1,1,1,1,0,0
2020-03-30,นครราชสีมา,2,15,2,15,0,0
2020-03-30,นครศรีธรรมราช,0,5,0,4,0,0
2020-03-30,นครสวรรค์,3,6,0,2,0,0
2020-03-30,นนทบุรี,3,100,3,91,0,1
2020-03-30,นราธิวาส,0,9,0,2,0,1
2020-03-30,น่าน,0,0,0,0,0,0
2020-03-30,บึงกาฬ,0,0,0,0,0,0
2020-03-30,บุรีรัมย์,1,10,1,8,0,0
2020-03-30,ปทุมธานี,0,17,0,15,0,0
2020-03-30,ประจวบคีรีขันธ์,0,10,0,4,0,0
2020-03-30,ปราจีนบุรี,0,3,0,3,0,0
2020-03-30,ปัตตานี,0,34,0,20,0,0
2020-03-30,พระนครศรีอยุธยา,0,0,0,0,0,0
2020-03-30,พะเยา,0,2,0,2,0,0
2020-03-30,พังงา,0,0,0,0,0,0
2020-03-30,พัทลุง,0,6,0,6,0,0
2020-03-30,พิจิตร,0,0,0,0,0,0
2020-03-30,พิษณุโลก,0,2,0,2,0,0
2020-03-30,ภูเก็ต,6,57,6,44,0,0
2020-03-30,มหาสารคาม,0,1,0,1,0,0
2020-03-30,มุกดาหาร,0,4,0,4,0,0
2020-03-30,ยะลา,0,30,0,11,1,1
2020-03-30,ยโสธร,0,1,0,0,0,0
2020-03-30,ระนอง,0,0,0,0,0,0
2020-03-30,ระยอง,0,5,0,4,0,0
2020-03-30,ราชบุรี,0,7,0,4,0,0
2020-03-30,ร้อยเอ็ด,0,3,0,3,0,0
2020-03-30,ลพบุรี,0,2,0,2,0,0
2020-03-30,ลำปาง,0,0,0,0,0,0
2020-03-30,ลำพูน,2,2,2,2,0,0
2020-03-30,ศรีสะเกษ,0,5,0,5,0,0
2020-03-30,สกลนคร,0,0,0,0,0,0
2020-03-30,สงขลา,1,23,1,9,0,0
2020-03-30,สตูล,0,0,0,0,0,0
2020-03-30,สมุทรปราการ,7,51,6,42,0,0
2020-03-30,สมุทรสงคราม,0,0,0,0,0,0
2020-03-30,สมุทรสาคร,0,6,0,6,0,0
2020-03-30,สระบุรี,0,4,0,4,0,0
2020-03-30,สระแก้ว,0,7,0,1,0,0
2020-03-30,สิงห์บุรี,0,0,0,0,0,0
2020-03-30,สุพรรณบุรี,1,2,1,2,0,0
2020-03-30,สุราษฎร์ธานี,1,13,0,10,0,0
2020-03-30,สุรินทร์,1,6,1,5,0,0
2020-03-30,สุโขทัย,0,3,0,3,0,0
2020-03-30,หนองคาย,0,1,0,1,0,0
2020-03-30,หนองบัวลำภู,0,1,0,1,0,0
2020-03-30,อำนาจเจริญ,0,1,0,1,0,0
2020-03-30,อุดรธานี,0,9,0,8,0,0
2020-03-30,อุตรดิตถ์,1,1,0,0,0,0
2020-03-30,อุทัยธานี,0,1,0,1,0,0
2020-03-30,อุบลราชธานี,0,12,0,10,0,0
2020-03-30,อ่างทอง,0,0,0,0,0,0
2020-03-30,เชียงราย,0,6,0,5,0,0
2020-03-30,เชียงใหม่,9,29,8,24,0,0
2020-03-30,เพชรบุรี,0,1,0,1,0,0
2020-03-30,เพชรบูรณ์,0,3,0,2,0,0
2020-03-30,เลย,0,2,0,2,0,0
2020-03-30,แพร่,0,1,0,1,0,0
2020-03-30,แม่ฮ่องสอน,1,5,0,3,0,0
2020-03-30,ไม่ระบุ,0,0,0,0,0,0
2020-03-31,กระบี่,0,8,0,5,0,0
2020-03-31,กรุงเทพมหานคร,87,986,73,815,0,6
2020-03-31,กาญจนบุรี,0,8,0,6,0,0
2020-03-31,กาฬสินธุ์,0,2,0,2,0,0
2020-03-31,กำแพงเพชร,0,0,0,0,0,0
2020-03-31,ขอนแก่น,0,3,0,2,0,0
2020-03-31,จันทบุรี,0,3,0,2,0,0
2020-03-31,ฉะเชิงเทรา,0,11,0,10,0,0
2020-03-31,ชลบุรี,1,43,1,33,0,0
2020-03-31,ชัยนาท,0,0,0,0,0,0
2020-03-31,ชัยภูมิ,0,2,0,2,0,0
2020-03-31,ชุมพร,1,1,1,1,0,0
2020-03-31,ตรัง,0,5,0,5,0,0
2020-03-31,ตราด,0,0,0,0,0,0
2020-03-31,ตาก,0,2,0,0,0,0
2020-03-31,นครนายก,0,1,0,1,0,0
2020-03-31,นครปฐม,3,15,3,13,0,0
2020-03-31,นครพนม,0,1,0,1,0,0
2020-03-31,นครราชสีมา,0,15,0,15,0,0
2020-03-31,นครศรีธรรมราช,0,5,0,4,0,0
2020-03-31,นครสวรรค์,0,6,0,2,0,0
2020-03-31,นนทบุรี,8,108,7,98,0,1
2020-03-31,นราธิวาส,0,9,0,2,0,1
2020-03-31,น่าน,0,0,0,0,0,0
2020-03-31,บึงกาฬ,0,0,0,0,0,0
2020-03-31,บุรีรัมย์,0,10,0,8,0,0
2020-03-31,ปทุมธานี,1,18,1,16,0,0
2020-03-31,ประจวบคีรีขันธ์,1,11,0,4,0,0
2020-03-31,ปราจีนบุรี,0,3,0,3,0,0
2020-03-31,ปัตตานี,1,35,0,20,0,0
2020-03-31,พระนครศรีอยุธยา,0,0,0,0,0,0
2020-03-31,พะเยา,0,2,0,2,0,0
2020-03-31,พังงา,0,0,0,0,0,0
2020-03-31,พัทลุง,0,6,0,6,0,0
2020-03-31,พิจิตร,0,0,0,0,0,0
2020-03-31,พิษณุโลก,1,3,1,3,0,0
2020-03-31,ภูเก็ต,6,63,5,49,0,0
2020-03-31,มหาสารคาม,0,1,0,1,1,1
2020-03-31,มุกดาหาร,0,4,0,4,0,0
2020-03-31,ยะลา,5,35,0,11,0,1
2020-03-31,ยโสธร,0,1,0,0,0,0
2020-03-31,ระนอง,0,0,0,0,0,0
2020-03-31,ระยอง,0,5,0,4,0,0
2020-03-31,ราชบุรี,0,7,0,4,0,0
2020-03-31,ร้อยเอ็ด,0,3,0,3,0,0
2020-03-31,ลพบุรี,0,2,0,2,0,0
2020-03-31,ลำปาง,0,0,0,0,0,0
2020-03-31,ลำพูน,0,2,0,2,0,0
2020-03-31,ศรีสะเกษ,2,7,1,6,0,0
2020-03-31,สกลนคร,0,0,0,0,0,0
2020-03-31,สงขลา,1,24,0,9,0,0
2020-03-31,สตูล,0,0,0,0,0,0
2020-03-31,สมุทรปราการ,1,52,1,43,0,0
2020-03-31,สมุทรสงคราม,0,0,0,0,0,0
2020-03-31,สมุทรสาคร,2,8,2,8,0,0
2020-03-31,สระบุรี,0,4,0,4,0,0
2020-03-31,สระแก้ว,1,8,1,2,0,0
2020-03-31,สิงห์บุรี,0,0,0,0,0,0
2020-03-31,สุพรรณบุรี,0,2,0,2,0,0
2020-03-31,สุราษฎร์ธานี,0,13,0,10,0,0
2020-03-31,สุรินทร์,1,7,1,6,0,0
2020-03-31,สุโขทัย,0,3,0,3,0,0
2020-03-31,หนองคาย,0,1,0,1,0,0
2020-03-31,หนองบัวลำภู,1,2,1,2,0,0
2020-03-31,อำนาจเจริญ,0,1,0,1,0,0
2020-03-31,อุดรธานี,0,9,0,8,0,0
2020-03-31,อุตรดิตถ์,2,3,2,2,0,0
2020-03-31,อุทัยธานี,0,1,0,1,0,0
2020-03-31,อุบลราชธานี,1,13,1,11,0,0
2020-03-31,อ่างทอง,0,0,0,0,0,0
2020-03-31,เชียงราย,0,6,0,5,0,0
2020-03-31,เชียงใหม่,1,30,1,25,0,0
2020-03-31,เพชรบุรี,0,1,0,1,0,0
2020-03-31,เพชรบูรณ์,0,3,0,2,0,0
2020-03-31,เลย,0,2,0,2,0,0
2020-03-31,แพร่,0,1,0,1,0,0
2020-03-31,แม่ฮ่องสอน,0,5,0,3,0,0
2020-03-31,ไม่ระบุ,0,0,0,0,0,0
2020-04-01,กระบี่,2,10,2,7,0,0
2020-04-01,กรุงเทพมหานคร,59,1045,56,871,1,7
2020-04-01,กาญจนบุรี,0,8,0,6,0,0
2020-04-01,กาฬสินธุ์,0,2,0,2,0,0
2020-04-01,กำแพงเพชร,0,0,0,0,0,0
2020-04-01,ขอนแก่น,0,3,0,2,0,0
2020-04-01,จันทบุรี,0,3,0,2,0,0
2020-04-01,ฉะเชิงเทรา,1,12,1,11,0,0
2020-04-01,ชลบุรี,3,46,2,35,0,0
2020-04-01,ชัยนาท,0,0,0,0,0,0
2020-04-01,ชัยภูมิ,0,2,0,2,0,0
2020-04-01,ชุมพร,0,1,0,1,0,0
2020-04-01,ตรัง,0,5,0,5,0,0
2020-04-01,ตราด,0,0,0,0,0,0
2020-04-01,ตาก,0,2,0,0,0,0
2020-04-01,นครนายก,0,1,0,1,0,0
2020-04-01,นครปฐม,1,16,1,14,0,0
2020-04-01,นครพนม,0,1,0,1,0,0
2020-04-01,นครราชสีมา,0,15,0,15,0,0
2020-04-01,นครศรีธรรมราช,0,5,0,4,0,0
2020-04-01,นครสวรรค์,0,6,0,2,0,0
2020-04-01,นนทบุรี,3,111,1,99,0,1
2020-04-01,นราธิวาส,1,10,0,2,0,1
2020-04-01,น่าน,0,0,0,0,0,0
2020-04-01,บึงกาฬ,0,0,0,0,0,0
2020-04-01,บุรีรัมย์,2,12,1,9,0,0
2020-04-01,ปทุมธานี,1,19,1,17,0,0
2020-04-01,ประจวบคีรีขันธ์,0,11,0,4,0,0
2020-04-01,ปราจีนบุรี,0,3,0,3,0,0
2020-04-01,ปัตตานี,6,41,1,21,0,0
2020-04-01,พระนครศรีอยุธยา,0,0,0,0,0,0
2020-04-01,พะเยา,0,2,0,2,0,0
2020-04-01,พังงา,0,0,0,0,0,0
2020-04-01,พัทลุง,0,6,0,6,0,0
2020-04-01,พิจิตร,0,0,0,0,0,0
2020-04-01,พิษณุโลก,0,3,0,3,0,0
2020-04-01,ภูเก็ต,11,74,10,59,0,0
2020-04-01,มหาสารคาม,0,1,0,1,0,1
2020-04-01,มุกดาหาร,0,4,0,4,0,0
2020-04-01,ยะลา,0,35,0,11,1,2
2020-04-01,ยโสธร,0,1,0,0,0,0
2020-04-01,ระนอง,0,0,0,0,0,0
2020-04-01,ระยอง,0,5,0,4,0,0
2020-04-01,ราชบุรี,0,7,0,4,0,0
2020-04-01,ร้อยเอ็ด,0,3,0,3,0,0
2020-04-01,ลพบุรี,0,2,0,2,0,0
2020-04-01,ลำปาง,0,0,0,0,0,0
2020-04-01,ลำพูน,0,2,0,2,0,0
2020-04-01,ศรีสะเกษ,1,8,1,7,0,0
2020-04-01,สกลนคร,0,0,0,0,0,0
2020-04-01,สงขลา,2,26,1,10,0,0
2020-04-01,สตูล,0,0,0,0,0,0
2020-04-01,สมุทรปราการ,21,73,4,47,0,0
2020-04-01,สมุทรสงคราม,0,0,0,0,0,0
2020-04-01,สมุทรสาคร,2,10,2,10,0,0
2020-04-01,สระบุรี,1,5,0,4,0,0
2020-04-01,สระแก้ว,0,8,0,2,0,0
2020-04-01,สิงห์บุรี,0,0,0,0,0,0
2020-04-01,สุพรรณบุรี,0,2,0,2,0,0
2020-04-01,สุราษฎร์ธานี,0,13,0,10,0,0
2020-04-01,สุรินทร์,0,7,0,6,0,0
2020-04-01,สุโขทัย,0,3,0,3,0,0
2020-04-01,หนองคาย,0,1,0,1,0,0
2020-04-01,หนองบัวลำภู,1,3,1,3,0,0
2020-04-01,อำนาจเจริญ,0,1,0,1,0,0
2020-04-01,อุดรธานี,0,9,0,8,0,0
2020-04-01,อุตรดิตถ์,0,3,0,2,0,0
2020-04-01,อุทัยธานี,0,1,0,1,0,0
2020-04-01,อุบลราชธานี,1,14,1,12,0,0
2020-04-01,อ่างทอง,0,0,0,0,0,0
2020-04-01,เชียงราย,0,6,0,5,0,0
2020-04-01,เชียงใหม่,1,31,1,26,0,0
2020-04-01,เพชรบุรี,0,1,0,1,0,0
2020-04-01,เพชรบูรณ์,0,3,0,2,0,0
2020-04-01,เลย,0,2,0,2,0,0
2020-04-01,แพร่,0,1,0,1,0,0
2020-04-01,แม่ฮ่องสอน,0,5,0,3,0,0
2020-04-01,ไม่ระบุ,0,0,0,0,0,0
2020-04-02,กระบี่,1,11,0,7,0,0
2020-04-02,กรุงเทพมหานคร,36,1081,32,903,1,8
2020-04-02,กาญจนบุรี,1,9,1,7,0,0
2020-04-02,กาฬสินธุ์,0,2,0,2,0,0
2020-04-02,กำแพงเพชร,0,0,0,0,0,0
2020-04-02,ขอนแก่น,0,3,0,2,0,0
2020-04-02,จันทบุรี,0,3,0,2,0,0
2020-04-02,ฉะเชิงเทรา,0,12,0,11,0,0
2020-04-02,ชลบุรี,3,49,3,38,0,0
2020-04-02,ชัยนาท,0,0,0,0,0,0
2020-04-02,ชัยภูมิ,0,2,0,2,0,0
2020-04-02,ชุมพร,0,1,0,1,0,0
2020-04-02,ตรัง,0,5,0,5,0,0
2020-04-02,ตราด,0,0,0,0,0,0
2020-04-02,ตาก,0,2,0,0,0,0
2020-04-02,นครนายก,1,2,1,2,0,0
2020-04-02,นครปฐม,1,17,0,14,0,0
2020-04-02,นครพนม,0,1,0,1,0,0
2020-04-02,นครราชสีมา,0,15,0,15,0,0
2020-04-02,นครศรีธรรมราช,1,6,0,4,0,0
2020-04-02,นครสวรรค์,0,6,0,2,0,0
2020-04-02,นนทบุรี,0,111,0,99,0,1
2020-04-02,นราธิวาส,3,13,1,3,0,1
2020-04-02,น่าน,0,0,0,0,0,0
2020-04-02,บึงกาฬ,0,0,0,0,0,0
2020-04-02,บุรีรัมย์,0,12,0,9,0,0
2020-04-02,ปทุมธานี,4,23,4,21,0,0
2020-04-02,ประจวบคีรีขันธ์,4,15,3,7,1,1
2020-04-02,ปราจีนบุรี,0,3,0,3,0,0
2020-04-02,ปัตตานี,4,45,3,24,1,1
2020-04-02,พระนครศรีอยุธยา,0,0,0,0,0,0
2020-04-02,พะเยา,0,2,0,2,0,0
2020-04-02,พังงา,0,0,0,0,0,0
2020-04-02,พัทลุง,0,6,0,6,0,0
2020-04-02,พิจิตร,0,0,0,0,0,0
2020-04-02,พิษณุโลก,0,3,0,3,0,0
2020-04-02,ภูเก็ต,13,87,12,71,0,0
2020-04-02,มหาสารคาม,0,1,0,1,0,1
2020-04-02,มุกดาหาร,0,4,0,4,0,0
2020-04-02,ยะลา,9,44,3,14,0,2
2020-04-02,ยโสธร,0,1,0,0,0,0
2020-04-02,ระนอง,0,0,0,0,0,0
2020-04-02,ระยอง,0,5,0,4,0,0
2020-04-02,ราชบุรี,0,7,0,4,0,0
2020-04-02,ร้อยเอ็ด,0,3,0,3,0,0
2020-04-02,ลพบุรี,0,2,0,2,0,0
2020-04-02,ลำปาง,0,0,0,0,0,0
2020-04-02,ลำพูน,2,4,2,4,0,0
2020-04-02,ศรีสะเกษ,0,8,0,7,0,0
2020-04-02,สกลนคร,0,0,0,0,0,0
2020-04-02,สงขลา,3,29,0,10,0,0
2020-04-02,สตูล,0,0,0,0,0,0
2020-04-02,สมุทรปราการ,5,78,3,50,0,0
2020-04-02,สมุทรสงคราม,1,1,1,1,0,0
2020-04-02,สมุทรสาคร,1,11,1,11,0,0
2020-04-02,สระบุรี,0,5,0,4,0,0
2020-04-02,สระแก้ว,0,8,0,2,0,0
2020-04-02,สิงห์บุรี,0,0,0,0,0,0
2020-04-02,สุพรรณบุรี,0,2,0,2,0,0
2020-04-02,สุราษฎร์ธานี,1,14,1,11,0,0
2020-04-02,สุรินทร์,1,8,1,7,0,0
2020-04-02,สุโขทัย,0,3,0,3,0,0
2020-04-02,หนองคาย,0,1,0,1,0,0
2020-04-02,หนองบัวลำภู,0,3,0,3,0,0
2020-04-02,อำนาจเจริญ,1,2,0,1,0,0
2020-04-02,อุดรธานี,0,9,0,8,0,0
2020-04-02,อุตรดิตถ์,0,3,0,2,0,0
2020-04-02,อุทัยธานี,0,1,0,1,0,0
2020-04-02,อุบลราชธานี,0,14,0,12,0,0
2020-04-02,อ่างทอง,0,0,0,0,0,0
2020-04-02,เชียงราย,3,9,3,8,0,0
2020-04-02,เชียงใหม่,4,35,4,30,0,0
2020-04-02,เพชรบุรี,1,2,1,2,0,0
2020-04-02,เพชรบูรณ์,0,3,0,2,0,0
2020-04-02,เลย,0,2,0,2,0,0
2020-04-02,แพร่,0,1,0,1,0,0
2020-04-02,แม่ฮ่องสอน,0,5,0,3,0,0
2020-04-02,ไม่ระบุ,0,0,0,0,0,0
2020-04-03,กระบี่,1,12,1,8,0,0
2020-04-03,กรุงเทพมหานคร,52,1133,40,943,3,11
2020-04-03,กาญจนบุรี,0,9,0,7,0,0
2020-04-03,กาฬสินธุ์,1,3,1,3,0,0
2020-04-03,กำแพงเพชร,0,0,0,0,0,0
2020-04-03,ขอนแก่น,1,4,1,3,0,0
2020-04-03,จันทบุรี,0,3,0,2,0,0
2020-04-03,ฉะเชิงเทรา,2,14,1,12,0,0
2020-04-03,ชลบุรี,4,53,2,40,0,0
2020-04-03,ชัยนาท,0,0,0,0,0,0
2020-04-03,ชัยภูมิ,0,2,0,2,0,0
2020-04-03,ชุมพร,0,1,0,1,0,0
2020-04-03,ตรัง,0,5,0,5,0,0
2020-04-03,ตราด,0,0,0,0,0,0
2020-04-03,ตาก,0,2,0,0,0,0
2020-04-03,นครนายก,0,2,0,2,0,0
2020-04-03,นครปฐม,0,17,0,14,0,0
2020-04-03,นครพนม,0,1,0,1,0,0
2020-04-03,นครราชสีมา,0,15,0,15,0,0
