txn_date,new_case,total_case,new_case_excludeabroad,total_case_excludeabroad,new_death,total_death,new_recovered,total_recovered,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,stringency_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,total_tests,new_tests,reproduction_rate
2/11/2021,201,24104,185,21516,0,80,885,19799,,,,,,52.78,,,,2550623,17280,0.57
2/12/2021,175,24279,167,21683,0,80,411,20210,,,,,,52.78,,,,2564124,13501,0.55
2/13/2021,126,24405,116,21799,0,80,970,21180,,,,,,52.78,,,,2571423,7299,0.53
2/14/2021,166,24571,138,21937,0,80,931,22111,,,,,,52.78,,,,2578664,7241,0.52
2/15/2021,143,24714,132,22069,2,82,772,22883,,,,,,52.78,,,,2591343,12679,0.51
2/16/2021,72,24786,69,22138,0,82,680,23563,,,,,,52.78,,,,2608012,16669,0.51
2/17/2021,175,24961,168,22306,0,82,134,23697,,,,,,52.78,,,,2624435,16423,0.52
2/18/2021,150,25111,142,22448,0,82,249,23946,,,,,,52.78,,,,2641556,17121,0.53
2/19/2021,130,25241,116,22564,1,83,124,24070,,,,,,52.78,,,,2660476,18920,0.53
2/20/2021,82,25323,71,22635,0,83,59,24129,,,,,,52.78,,,,2670753,10277,0.53
2/21/2021,92,25415,86,22721,0,83,156,24285,,,,,,52.78,,,,2681775,11022,0.53
2/22/2021,89,25504,73,22794,0,83,76,24361,,,,,,52.78,,,,2699316,17541,0.53
2/23/2021,95,25599,93,22887,0,83,85,24446,,,,,,52.78,,,,2719943,20627,0.53
2/24/2021,93,25692,71,22958,0,83,96,24542,,,,,,52.78,,,,2743862,23919,0.54
2/25/2021,72,25764,63,23021,0,83,192,24734,,,,,,52.78,,,,2763177,19315,0.56
2/26/2021,45,25809,37,23058,0,83,218,24952,,,,,,52.78,,,,2777254,14077,0.57
2/27/2021,72,25881,63,23121,0,83,70,25022,0,0,,,,52.78,,,,2786711,9457,0.59
2/28/2021,70,25951,62,23183,0,83,106,25128,,,,,160,52.78,2905.6,0.5,-4.9,2792752,6041,0.6
3/1/2021,80,26031,64,23247,1,84,196,25324,319,319,,,160,47.22,,,,2805745,12993,0.62
3/2/2021,42,26073,39,23286,0,84,96,25420,7262,7262,,,2421,47.22,,,,2823856,18111,0.63
3/3/2021,35,26108,25,23311,1,85,63,25483,,,,,2639,47.22,,,,2841222,17366,0.67
3/4/2021,54,26162,44,23355,0,85,79,25562,,,,,2770,47.22,,,,2859798,18576,0.72
3/5/2021,79,26241,65,23420,0,85,79,25641,,,,,2858,47.22,,,,2875559,15761,0.76
3/6/2021,64,26305,54,23474,0,85,45,25686,,,,,2920,47.22,,,,2886622,11063,0.8
3/7/2021,65,26370,60,23534,0,85,58,25744,,,,,3368,47.22,,,,2894876,8254,0.83
3/8/2021,71,26441,48,23582,0,85,33,25777,,,,,3816,47.22,,,,2907321,12445,0.87
3/9/2021,60,26501,43,23625,0,85,74,25851,,,,,3295,47.22,,,,2923822,16501,0.9
3/10/2021,39,26540,34,23659,0,85,95,25946,33621,33621,,,3295,47.22,,,,2941205,17383,0.96
3/11/2021,58,26598,53,23712,0,85,54,26000,,,,,3787,47.22,,,,2956726,15521,1.03
3/12/2021,81,26679,67,23779,1,86,56,26056,,,,,4279,47.22,,,,2971770,15044,1.11
3/13/2021,78,26757,67,23846,1,87,30,26086,53842,53842,,,4772,47.22,,,,2983073,11303,1.18
3/14/2021,170,26927,156,24002,0,87,68,26154,,,,,4927,47.22,,,,2991557,8484,1.24
3/15/2021,78,27005,74,24076,0,87,80,26234,,,,,5082,47.22,,,,3008652,17095,1.26
3/16/2021,149,27154,144,24220,1,88,65,26299,,,,,5238,47.22,,,,3028793,20141,1.29
3/17/2021,246,27400,239,24459,2,90,40,26339,,,,,5393,47.22,,,,3047519,18726,1.31
3/18/2021,92,27492,78,24537,0,90,38,26377,,,,,5056,47.22,,,,3067216,19697,1.26
3/19/2021,100,27592,94,24631,0,90,73,26450,,,,,4719,47.22,,,,3085533,18317,1.23
3/20/2021,121,27713,114,24745,0,90,62,26512,,,,,4383,47.22,,,,3101735,16202,1.21
3/21/2021,90,27803,81,24826,0,90,86,26598,,,,,4383,47.22,,,,3113209,11474,1.2
3/22/2021,73,27876,66,24892,1,91,65,26663,,,,,4383,47.22,,,,3133096,19887,1.21
3/23/2021,401,28277,383,25275,1,92,103,26766,,,,,4383,47.22,,,,3153898,20802,1.24
3/24/2021,69,28346,61,25336,0,92,107,26873,102050,96188,5862,,4383,47.22,,,,3177129,23231,1.15
3/25/2021,97,28443,92,25428,0,92,73,26946,,,,,5624,47.22,,,,3195044,17915,1.1
3/26/2021,134,28577,128,25556,1,93,86,27032,,,,,6865,47.22,,,,3211834,16790,1.05
3/27/2021,80,28657,73,25629,1,94,104,27136,,,,,8106,47.22,,,,3224151,12317,1.01
3/28/2021,77,28734,58,25687,0,94,103,27239,,,,,9347,47.22,,,,3232404,8253,0.98
3/29/2021,39,28773,28,25715,0,94,74,27313,,,,,10589,47.22,,,,3249152,16748,0.98
3/30/2021,48,28821,27,25742,0,94,66,27379,180477,151413,29064,,11830,47.22,,,,3265595,16443,1
3/31/2021,42,28863,24,25766,0,94,47,27426,,,,,12930,47.22,7667,1.23,11.34,3283689,18094,1.06
4/1/2021,26,28889,21,25787,0,94,122,27548,204642,167235,37407,,12789,47.22,,,,3301845,18156,1.15
4/2/2021,58,28947,45,25832,0,94,58,27606,231882,189666,42216,,14813,47.22,,,,3318104,16259,1.28
4/3/2021,84,29031,69,25901,1,95,62,27668,244254,201864,42390,,14713,47.22,,,,3334055,15951,1.43
4/4/2021,96,29127,87,25988,0,95,106,27774,257484,213948,43536,,14736,47.22,,,,3343638,9583,1.6
4/5/2021,194,29321,182,26170,0,95,66,27840,294881,247850,47031,,18211,47.22,,,,3363564,19926,1.79
4/6/2021,250,29571,245,26415,0,95,108,27948,323989,274354,49635,,20502,47.22,,,,3387190,23626,1.95
4/7/2021,334,29905,327,26742,0,95,121,28069,391752,336808,54944,,28456,47.22,,,,3420922,33732,2.08
4/8/2021,405,30310,391,27133,0,95,32,28101,466374,405911,60463,,37390,47.22,,,,3460131,39209,2.18
4/9/2021,559,30869,549,27682,1,96,27,28128,537380,470301,67079,,43643,47.22,,,,3505230,45099,2.25
4/10/2021,789,31658,781,28463,1,97,33,28161,555396,485957,69439,,44449,47.22,,,,3549870,44640,2.28
4/11/2021,967,32625,964,29427,0,97,53,28214,570052,498791,71261,,44653,47.22,,,,3585952,36082,2.26
4/12/2021,985,33610,980,30407,0,97,34,28248,578532,505215,73317,,40522,47.22,,,,3635728,49776,2.2
4/13/2021,965,34575,956,31363,0,97,40,28288,579305,505744,73561,,36474,47.22,,,,3683948,48220,2.13
4/14/2021,1338,35913,1330,32693,0,97,34,28322,,,,,27274,47.22,,,,3729186,45238,2.08
4/15/2021,1543,37456,1540,34233,0,97,61,28383,586032,510456,75576,,17094,47.22,,,,3777207,48021,2.01
4/16/2021,1582,39038,1576,35809,3,100,97,28480,605259,523830,81429,,9697,47.22,,,,3829851,52644,1.92
4/17/2021,1547,40585,1544,37353,0,100,90,28570,608521,526706,81815,,7589,47.22,,,,3885216,55365,1.82
4/18/2021,1767,42352,1765,39118,1,101,113,28683,618583,535925,82658,,6933,56.48,,,,3941798,56582,1.74
4/19/2021,1390,43742,1386,40504,3,104,104,28787,666210,571825,94385,,12525,56.48,,,,4004358,62560,1.65
4/20/2021,1443,45185,1441,41945,4,108,171,28958,712610,604947,107663,,19044,56.48,,,,4077674,73316,1.59
4/21/2021,1458,46643,1454,43399,2,110,413,29371,864840,746617,118223,,40310,56.48,,,,4150190,72516,1.54
4/22/2021,1470,48113,1470,44869,7,117,477,29848,964825,834082,130743,,54113,56.48,,,,4221719,71529,1.51
4/23/2021,2070,50183,2062,46931,4,121,341,30189,1095445,934449,160996,,70027,56.48,,,,4291718,69999,1.49
4/24/2021,2839,53022,2827,49758,8,129,377,30566,1124153,949124,175029,,73662,56.48,,,,4351980,60262,1.46
4/25/2021,2438,55460,2433,52191,11,140,547,31113,1149666,972204,177462,,75869,56.48,,,,4412216,60236,1.41
4/26/2021,2048,57508,2037,54228,8,148,480,31593,1227032,1012388,214644,,80117,56.48,,,,4475534,63318,1.35
4/27/2021,2179,59687,2174,56402,15,163,1958,33551,1279713,1038960,240753,,81015,59.26,,,,4545983,70449,1.3
4/28/2021,2012,61699,2001,58403,15,178,851,34402,1344646,1059721,284925,,68544,59.26,,,,4615789,69806,1.25
4/29/2021,1871,63570,1864,60267,10,188,992,35394,1411614,1075756,335858,,63827,59.26,,,,4687039,71250,1.21
4/30/2021,1583,65153,1579,61846,15,203,860,36254,1477078,1095230,381848,,54519,59.26,6378.6,0.95,-2.95,4755693,68654,1.18
5/1/2021,1891,67044,1884,63730,21,224,1821,38075,1484565,1097862,386703,,51487,59.26,,,,4813639,57946,1.16
5/2/2021,1940,68984,1930,65660,21,245,1183,39258,1486907,1099460,387447,,48177,59.26,,,,4861426,47787,1.14
5/3/2021,2041,71025,2040,67700,31,276,1726,40984,1498617,1106071,392546,,38798,59.26,,,,4910984,49558,1.14
5/4/2021,1763,72788,1750,69450,27,303,1490,42474,1573075,1150564,422511,,41909,59.26,,,,4969745,58761,1.14
5/5/2021,2112,74900,2107,71557,15,318,1886,44360,1601833,1167719,434114,,36741,59.26,,,,5032032,62287,1.14
5/6/2021,1911,76811,1902,73459,18,336,2435,46795,1651782,1201258,450524,,34310,59.26,,,,5101780,69748,1.14
5/7/2021,2044,78855,2040,75499,27,363,2377,49172,1730488,1262703,467785,,36201,59.26,,,,5176646,74866,1.15
5/8/2021,2419,81274,2409,77908,19,382,2247,51419,1743720,1273666,470054,,37022,59.26,,,,5235825,59179,1.16
5/9/2021,2101,83375,2086,79994,17,399,2186,53605,1809894,1296440,513454,,46141,59.26,,,,5293274,57449,1.17
5/10/2021,1630,85005,1622,81616,22,421,1603,55208,1898454,1365992,532462,,57120,59.26,,,,5345302,52028,1.18
5/11/2021,1919,86924,1902,83518,31,452,1829,57037,1935565,1372013,563552,,51784,59.26,,,,5413490,68188,1.22
5/12/2021,1983,88907,1974,85492,34,486,2006,59043,2040363,1395130,645233,,62647,59.26,,,,5485622,72132,1.27
5/13/2021,4887,93794,4871,90363,32,518,1572,60615,2124732,1416732,708300,,67564,59.26,,,,5553360,67738,1.32
5/14/2021,2256,96050,2251,92614,30,548,1701,62316,,,,,62967,59.26,,,,5620608,67248,1.32
5/15/2021,3095,99145,3092,95706,17,565,1351,63667,,,,,67723,59.26,,,,5672896,52288,1.33
5/16/2021,2302,101447,2279,97985,24,589,2136,65803,2264308,1482702,781606,,64916,59.26,,,,5729494,56598,1.35
5/17/2021,9635,111082,9626,107611,25,614,1397,67200,2340995,1521034,819961,,63220,59.26,,,,5784096,54602,1.38
5/18/2021,2473,113555,2450,110061,35,649,2718,69918,2445645,1585773,859872,,72869,59.26,,,,5851939,67843,1.3
5/19/2021,3394,116949,3377,113438,29,678,4450,74368,2540116,1647871,892245,,71393,59.26,,,,5922480,70541,1.23
5/20/2021,2636,119585,2578,116016,25,703,2268,76636,2648256,1726431,921825,,74789,59.26,,,,5993980,71500,1.18
5/21/2021,3481,123066,3469,119485,32,735,2868,79504,2811549,1849393,962156,,91470,59.26,,,,6069846,75866,1.15
5/22/2021,3052,126118,3011,122496,24,759,2900,82404,2865091,1898332,966759,,92473,59.26,,,,6129048,59202,1.11
5/23/2021,3382,129500,3377,125873,17,776,2131,84535,2910664,1941565,969099,,92337,59.26,,,,6185239,56191,1.09
5/24/2021,2713,132213,2664,128537,30,806,1565,86100,3024313,2044123,980190,,97617,59.26,,,,6241221,55982,1.07
5/25/2021,3226,135439,3207,131744,26,832,3094,89194,3147227,2157609,989618,,100226,59.26,,,,6323511,82290,1.08
5/26/2021,2455,137894,2439,134183,41,873,2571,91765,3208882,2214721,994161,,95538,59.26,,,,6390278,66767,1.08
5/27/2021,3323,141217,3302,137485,47,920,2063,93828,3347050,2319304,1027746,,99828,59.26,,,,6464034,73756,1.08
5/28/2021,3759,144976,3741,141226,34,954,4044,97872,3504125,2415903,1088222,,98939,59.26,,,,6539075,75041,1.1
5/29/2021,4803,149779,4752,145978,34,988,4439,102311,3548330,2453807,1094523,,97606,59.26,,,,6598770,59695,1.1
5/30/2021,4528,154307,4501,150479,24,1012,2933,105244,3609882,2498929,1110953,,99888,59.26,,,,6657379,58609,1.09
5/31/2021,5485,159792,5428,155907,19,1031,3101,108345,3664859,2539491,1125368,,91507,59.26,9363.4,1.32,7.04,6713153,55774,1.06
6/1/2021,2230,162022,2209,158116,38,1069,3390,111735,3753718,2591372,1162346,,86642,59.26,,,,6786878,73725,1.02
6/2/2021,3440,165462,3425,161541,38,1107,2843,114578,,,,,92682,59.26,,,,6850233,63355,1
6/3/2021,3886,169348,3837,165378,39,1146,3626,118204,3961589,2727759,1233830,,87791,59.26,,,,6909429,59196,0.97
6/4/2021,2631,171979,2580,167958,31,1177,2493,120697,4142944,2818676,1324268,,91260,59.26,,,,6964397,54968,0.94
6/5/2021,2817,174796,2761,170719,36,1213,3396,124093,4190503,2845287,1345216,,91739,59.26,,,,7016799,52402,0.92
6/6/2021,2671,177467,2588,173307,23,1236,2424,126517,4218094,2855041,1363053,,86887,59.26,,,,7062611,45812,0.91
6/7/2021,2419,179886,2387,175694,33,1269,2999,129516,4634941,3243913,1391028,,138583,59.26,,,,7110355,47744,0.9
6/8/2021,2662,182548,2646,178340,29,1298,2483,131999,5107069,3672372,1434697,,193336,59.26,,,,7166395,56040,0.92
6/9/2021,2680,185228,2669,181009,34,1332,4253,136252,5443743,3966091,1477652,,226584,59.26,,,,7233045,66650,0.92
6/10/2021,2310,187538,2272,183281,43,1375,3035,139287,5667058,4143444,1523614,,243638,59.26,,,,7291790,58745,0.93
6/11/2021,2290,189828,2260,185541,27,1402,5711,144998,5975070,4362685,1612835,,261732,59.26,,,,7355001,63211,0.95
6/12/2021,3277,193105,3248,188789,29,1431,5273,150271,6081242,4456786,1624456,,270106,59.26,,,,7405990,50989,0.97
6/13/2021,2804,195909,2743,191532,18,1449,4143,154414,6188124,4531914,1656210,,281433,59.26,,,,7458870,52880,0.99
6/14/2021,3355,199264,3345,194877,17,1466,3530,157944,6511184,4762063,1749121,,268035,53.7,,,,7510110,51240,1.01
6/15/2021,3000,202264,2995,197872,19,1485,4774,162718,6780816,4948227,1832589,,239107,53.7,,,,7576442,66332,1.02
6/16/2021,2331,204595,2302,200174,40,1525,4947,167665,7003783,5114755,1889028,,222863,53.7,,,,7640748,64306,1.04
6/17/2021,3129,207724,3106,203280,30,1555,4651,172316,7219668,5252531,1967137,,221801,53.7,,,,7709128,68380,1.06
6/18/2021,3058,210782,3039,206319,22,1577,4094,176410,7483083,5434119,2048964,,215430,53.7,,,,7772424,63296,1.08
6/19/2021,3667,214449,3635,209954,32,1609,4948,181358,7587178,5486092,2101086,,215134,53.7,,,,7833796,61372,1.1
6/20/2021,3682,218131,3642,213596,20,1629,2401,183759,7679057,5526039,2153018,,212990,53.7,,,,7880413,46617,1.11
6/21/2021,3175,221306,3130,216726,29,1658,2030,185789,7906696,5678848,2227848,,199359,53.7,,,,7933992,53579,1.13
6/22/2021,4059,225365,4038,220764,35,1693,2047,187836,8148335,5844521,2303814,,195360,53.7,,,,8009568,75576,1.15
6/23/2021,3174,228539,3148,223912,51,1744,1941,189777,8400320,6017424,2382896,,199505,53.7,,,,8083765,74197,1.16
6/24/2021,4108,232647,4094,228006,31,1775,1578,191355,8657423,6206353,2451070,,205394,53.7,,,,8157476,73711,1.17
6/25/2021,3644,236291,3613,231619,44,1819,1751,193106,8981478,6435308,2546170,,214056,53.7,,,,8237444,79968,1.18
6/26/2021,4160,240451,4141,235760,51,1870,3569,196675,9055141,6475826,2579315,,209709,53.7,,,,8303301,65857,1.2
6/27/2021,3996,244447,3961,239721,42,1912,2253,198928,9147513,6537852,2609661,,209779,53.7,,,,8360486,57185,1.22
6/28/2021,5406,249853,5388,245109,22,1934,3343,202271,9416972,6721038,2695394,,215754,53.7,,,,8421275,60789,1.24
6/29/2021,4662,254515,4634,249743,36,1970,2793,205064,9672706,6910169,2762537,,217767,53.7,,,,8496255,74980,1.25
6/30/2021,4786,259301,4777,254520,53,2023,2415,207479,9927698,7110854,2816844,,218197,53.7,13920.4,1.85,11.7,8566545,70290,1.26
7/1/2021,5533,264834,5521,260041,57,2080,3223,210702,10227183,7364585,2862598,,224251,53.7,,,,8635705,69160,1.27
7/2/2021,6087,270921,6076,266117,61,2141,3638,214340,10572292,7640118,2932174,,227259,53.7,,,,8696438,60733,1.28
7/3/2021,6230,277151,6226,272343,41,2182,3159,217499,10670897,7721150,2949747,,230822,53.7,,,,8749475,53037,1.28
7/4/2021,5916,283067,5910,278253,44,2226,3404,220903,10777748,7804654,2973094,,232891,53.7,,,,8804055,54580,1.28
7/5/2021,6166,289233,6154,284407,50,2276,2534,223437,11058390,8022029,3036361,,234488,53.7,,,,8856072,52017,1.28
7/6/2021,5420,294653,5412,289819,57,2333,3586,227023,11328043,8245297,3082746,,236477,53.7,,,,8926123,70051,1.29
7/7/2021,6519,301172,6503,296322,54,2387,4148,231171,11619618,8494230,3125388,,241703,53.7,,,,8988818,62695,1.3
7/8/2021,7058,308230,7049,303371,75,2462,4978,236149,11975996,8800155,3175841,,249830,53.7,,,,9055414,66596,1.32
7/9/2021,9276,317506,9253,312624,72,2534,3928,240077,12375904,9130526,3245378,,257659,53.7,,,,9121681,66267,1.33
7/10/2021,9326,326832,9307,321931,91,2625,3841,243918,12469188,9213598,3255590,,256899,53.7,,,,9196587,74906,1.33
7/11/2021,9539,336371,9521,331452,86,2711,4053,247971,12569213,9301407,3267806,,255924,53.7,,,,9274435,77848,1.32
7/12/2021,8656,345027,8632,340084,80,2791,3687,251658,12908193,9598949,3309244,,264258,57.41,,,,9331210,56775,1.31
7/13/2021,8685,353712,8673,348757,56,2847,3797,255455,13230681,9888124,3342557,,271805,57.41,,,,9402008,70798,1.3
7/14/2021,9317,363029,9309,358066,87,2934,5129,260584,13533717,10163340,3370377,,273443,57.41,,,,9467844,65836,1.29
7/15/2021,9186,372215,9164,367230,98,3032,5543,266127,13823355,10424355,3398430,,263908,57.41,,,,9538247,70403,1.28
7/16/2021,9692,381907,9677,376907,67,3099,5730,271857,14130489,10697489,3432911,,250655,57.41,,,,9611507,73260,1.28
7/17/2021,10082,391989,10040,386947,141,3240,6327,278184,14223762,10780762,3443330,,250653,57.41,,,,9679891,68384,1.28
7/18/2021,11397,403386,11388,398335,101,3341,5726,283910,14298596,10850099,3448497,,247055,57.41,,,,9748217,68326,1.29
7/19/2021,11784,415170,11774,410109,81,3422,5741,289651,14547244,11067518,3479726,,234150,57.41,,,,9812739,64522,1.29
7/20/2021,11305,426475,11291,421400,80,3502,6557,296208,14805120,11292579,3512541,,224920,57.41,,,,9881142,68403,1.29
7/21/2021,13002,439477,12971,434371,108,3610,8248,304456,15084696,11538866,3545830,,221568,57.41,,,,9963467,82325,1.29
7/22/2021,13655,453132,13644,448015,87,3697,7921,312377,15388939,11805180,3583759,,223655,57.41,,,,10026313,62846,1.29
7/23/2021,14575,467707,14562,462577,114,3811,7775,320152,15741818,12109424,3632394,,230190,61.11,,,,10085164,58851,1.29
7/24/2021,14260,481967,14248,476825,119,3930,7637,327789,15869844,12226845,3642999,,235155,61.11,,,,10152447,67283,1.28
7/25/2021,15335,497302,15316,492141,129,4059,6904,334693,15960778,12307788,3652990,,237455,66.67,,,,10209427,56980,1.28
7/26/2021,15376,512678,15362,507503,87,4146,6782,341475,16099670,12429925,3669745,,221775,69.44,,,,10262449,53022,1.27
7/27/2021,14150,526828,14111,521614,118,4264,9168,350643,16427059,12714312,3712747,,231706,69.44,,,,10321463,59014,1.26
7/28/2021,16533,543361,16523,538137,133,4397,10051,360694,16591329,12858570,3732759,,215233,72.22,,,,10385288,63825,1.26
7/29/2021,17669,561030,17652,555789,165,4562,9798,370492,17011477,13225233,3786244,,231791,72.22,,,,10455920,70632,1.25
7/30/2021,17345,578375,17337,573126,117,4679,10678,381170,17491632,13640179,3851453,,249973,72.22,,,,10525937,70017,1.24
7/31/2021,18912,597287,18902,592028,178,4857,10750,391920,17685974,13802916,3883058,,259447,72.22,21649,2.73,18.75,10584978,59041,1.23
8/1/2021,18027,615314,18025,610053,133,4990,13402,405322,17866526,13955087,3911439,,272250,72.22,,,,10638127,53149,1.22
8/2/2021,17970,633284,17959,628012,178,5168,13919,419241,18198825,14207477,3991348,,299879,72.22,,,,10695525,57398,1.21
8/3/2021,18901,652185,18894,646906,147,5315,18590,437831,18578096,14492385,4085711,,307291,72.22,,,,10770006,74481,1.21
8/4/2021,20200,672385,20179,667085,188,5503,17975,455806,18961703,14783001,4178702,,338625,72.22,,,,10838641,68635,1.2
8/5/2021,20920,693305,20912,687997,160,5663,17926,473732,19632537,15180276,4277071,175190,374437,72.22,,,,10898852,60211,1.18
8/6/2021,21379,714684,21369,709366,191,5854,22172,495904,20280108,15687291,4406723,186094,398354,72.22,,,,10945969,47117,1.17
8/7/2021,21838,736522,21834,731200,212,6066,21108,517012,20478635,15843283,4438168,197184,398952,72.22,,,,10996810,50841,1.15
8/8/2021,19983,756505,19977,751177,138,6204,18503,535515,20669780,15986354,4461861,221565,400465,72.22,,,,11050558,53748,1.14
8/9/2021,19603,776108,19591,770768,149,6353,19819,555334,21171110,16336743,4566345,268022,424612,72.22,,,,11107444,56886,1.13
8/10/2021,19843,795951,19822,790590,235,6588,22806,578140,21717954,16701428,4692030,324496,448551,72.22,,,,11175907,68463,1.12
8/11/2021,21038,816989,21019,811609,207,6795,22012,600152,22288819,17068105,4826641,394073,475302,72.22,,,,11242758,66851,1.11
8/12/2021,22782,839771,22774,834383,147,6942,23649,623801,22508659,17239593,4855000,414066,410875,72.22,,,,11300111,57353,1.1
8/13/2021,23418,863189,23409,857792,184,7126,20083,643884,23192491,17696114,5033568,462809,416055,72.22,,,,11352174,52063,1.09
8/14/2021,22086,885275,22083,879875,217,7343,23672,667556,,,,,416246,72.22,,,,11410645,58471,1.07
8/15/2021,21882,907157,21876,901751,209,7552,21106,688662,23592227,17996826,5109476,485925,417492,72.22,,,,11461436,50791,1.05
8/16/2021,21157,928314,21151,922902,182,7734,20984,709646,24100631,18370997,5228157,501477,418503,72.22,,,,11515738,54302,1.04
8/17/2021,20128,948442,20118,943020,239,7973,20791,730437,24618749,18726405,5381676,510668,414399,72.22,,,,11579691,63953,1.03
8/18/2021,20515,968957,20498,963518,312,8285,22682,753119,25167060,19143574,5503882,519604,411177,75.93,,,,11648623,68932,1.01
8/19/2021,20902,989859,20878,984396,301,8586,22208,775327,25818666,19586009,5705200,527457,472858,75.93,,,,11709470,60847,0.99
8/20/2021,19851,1009710,19841,1004237,240,8826,20478,795805,26428101,19973692,5920614,533795,462230,75.93,,,,11784389,74919,0.98
8/21/2021,20571,1030281,20557,1024794,261,9087,23159,818964,26832179,20272171,6017820,542188,491403,75.93,,,,11830518,46129,0.97
8/22/2021,19014,1049295,19004,1043798,233,9320,20672,839636,27038999,20430028,6065003,543968,492396,75.93,,,,11872658,42140,0.96
8/23/2021,17491,1066786,17484,1061282,242,9562,22134,861770,27612445,20830673,6230511,551261,501688,75.93,,,,11927114,54456,0.95
8/24/2021,17165,1083951,17162,1078444,226,9788,20059,881829,28197659,21231498,6405537,560624,511273,75.93,,,,11991398,64284,0.94
8/25/2021,18417,1102368,18407,1096851,297,10085,21186,903015,28835580,21669955,6596785,568840,524074,75.93,,,,12053558,62160,0.93
8/26/2021,18501,1120869,18489,1115340,229,10314,20606,923621,29504769,22070573,6860084,574112,526586,75.93,,,,12113266,59708,0.93
8/27/2021,18702,1139571,18693,1134033,273,10587,20163,943784,30420507,22617701,7221368,581438,570344,75.93,,,,12163654,50388,0.92
8/28/2021,17984,1157555,17977,1152010,292,10879,20535,964319,30679289,22807078,7287885,584326,549587,75.93,,,,12206117,42463,0.91
8/29/2021,16536,1174091,16528,1168538,264,11143,20927,985246,30954477,23018371,7350348,585758,559354,75.93,,,,12238037,31920,0.9
8/30/2021,15972,1190063,15961,1184499,256,11399,17281,1002527,31771819,23401465,7780973,589381,594196,75.93,,,,12289207,51170,0.9
8/31/2021,14666,1204729,14659,1199158,190,11589,19245,1021772,,,,,569750,55.09,36663.4,4.4,35.65,12354661,65454,0.9
9/1/2021,14802,1219531,14797,1213955,252,11841,18996,1040768,32600001,23795098,8212750,592153,537774,55.09,,,,12405533,50872,0.89
9/2/2021,14956,1234487,14939,1228894,262,12103,17936,1058704,33427463,24147532,8684695,595236,560385,55.09,,,,12453525,47992,0.89
9/3/2021,14653,1249140,14651,1243545,271,12374,18262,1076966,34292537,24542140,9152799,597598,553147,55.09,,,,12503123,49598,0.89
9/4/2021,15942,1265082,15936,1259481,257,12631,20351,1097317,35218164,24918054,9698842,601268,648411,55.09,,,,12543130,40007,0.9
9/5/2021,15452,1280534,15424,1274905,224,12855,18257,1115574,35587676,25104942,9879371,603363,661886,55.09,,,,12579496,36366,0.9
9/6/2021,13988,1294522,13971,1288876,187,13042,17284,1132858,35912894,25234259,10074612,604023,591582,55.09,,,,12630795,51299,0.91
9/7/2021,13821,1308343,13815,1302691,241,13283,16737,1149595,36635271,25554456,10475325,605490,635623,55.09,,,,12686108,55313,0.91
9/8/2021,14176,1322519,14160,1316851,228,13511,16769,1166364,37461284,25954106,10900001,607177,694469,55.09,,,,12748361,62253,0.92
9/9/2021,16031,1338550,16022,1332873,220,13731,15417,1181781,38174738,26292211,11272593,609934,678182,55.09,,,,12799791,51430,0.92
9/10/2021,14403,1352953,14386,1347259,189,13920,15610,1197391,38873359,26631261,11630996,611102,654403,55.09,,,,12853416,53625,0.92
9/11/2021,15191,1368144,15185,1362444,253,14173,18721,1216112,39631862,26954546,12063643,613673,630528,55.09,,,,12894770,41354,0.92
9/12/2021,14029,1382173,14025,1376469,180,14353,15742,1231854,40060467,27194487,12251011,614969,638970,55.09,,,,12932628,37858,0.92
9/13/2021,12583,1394756,12572,1389041,132,14485,16304,1248158,40276356,27303700,12357581,615075,623352,55.09,,,,12987115,54487,0.92
9/14/2021,11786,1406542,11781,1400822,136,14621,14738,1262896,40953025,27540743,12795707,616575,616822,55.09,,,,13049478,62363,0.92
9/15/2021,13798,1420340,13776,1414598,144,14765,14133,1277029,41647101,27769095,13260456,617550,597974,55.09,,,,13109330,59852,0.92
9/16/2021,13897,1434237,13888,1428486,188,14953,13527,1290556,42477514,28085202,13773184,619128,614682,55.09,,,,13169334,60004,0.92
9/17/2021,14555,1448792,14546,1443032,171,15124,13691,1304247,43342103,28436015,14285995,620093,638392,55.09,,,,13221709,52375,0.92
9/18/2021,14109,1462901,14103,1457135,122,15246,13280,1317527,43889427,28611321,14657681,620425,608224,55.09,,,,13258565,36856,0.92
9/19/2021,13576,1476477,13563,1470698,117,15363,12492,1330019,44485657,28893133,14971317,621207,632170,55.09,,,,13295935,37370,0.92
9/20/2021,12709,1489186,12698,1483396,106,15469,11125,1341144,44742049,29002572,15118015,621462,637956,55.09,,,,13343668,47733,0.92
9/21/2021,10919,1500105,10912,1494308,143,15612,11694,1352838,45211101,29201077,15388071,621953,608297,55.09,,,,13398026,54358,0.91
9/22/2021,11252,1511357,11235,1505543,141,15753,13695,1366533,46023016,29501110,15899158,622748,625131,55.09,,,,13450228,52202,0.91
9/23/2021,13256,1524613,13241,1518784,131,15884,13829,1380362,,,,,615274,55.09,,,,13499515,49287,0.91
9/24/2021,12697,1537310,12686,1531470,132,16016,13540,1393902,,,,,600535,55.09,,,,13538266,38751,0.91
