txn_date,new_case,total_case,new_case_excludeabroad,total_case_excludeabroad,new_death,total_death,new_recovered,total_recovered,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,stringency_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,total_tests,new_tests,reproduction_rate
4/30/2020,7,2954,4,2377,0,54,22,2687,,,,,,76.85,2098.6,1.24,-7.35,220455,11423,0.44
5/1/2020,6,2960,6,2383,0,54,32,2719,,,,,,76.85,,,,227985,7530,0.43
5/2/2020,6,2966,4,2387,0,54,13,2732,,,,,,76.85,,,,237228,9243,0.43
5/3/2020,3,2969,2,2389,0,54,7,2739,,,,,,75,,,,243313,6085,0.44
5/4/2020,18,2987,18,2407,0,54,1,2740,,,,,,75,,,,249824,6511,0.46
5/5/2020,1,2988,1,2408,0,54,7,2747,,,,,,75,,,,257150,7326,0.44
5/6/2020,1,2989,0,2408,1,55,14,2761,,,,,,75,,,,263341,6191,0.43
5/7/2020,3,2992,1,2409,0,55,11,2772,,,,,,75,,,,271008,7667,0.44
5/8/2020,8,3000,8,2417,0,55,12,2784,,,,,,75,,,,278924,7916,0.46
5/9/2020,4,3004,4,2421,1,56,3,2787,,,,,,75,,,,285118,6194,0.47
5/10/2020,5,3009,2,2423,0,56,7,2794,,,,,,75,,,,290694,5576,0.47
5/11/2020,6,3015,6,2429,0,56,2,2796,,,,,,75,,,,296453,5759,0.48
5/12/2020,2,3017,2,2431,0,56,2,2798,,,,,,75,,,,303238,6785,0.48
5/13/2020,0,3017,0,2431,0,56,46,2844,,,,,,75,,,,310678,7440,0.47
5/14/2020,1,3018,1,2432,0,56,6,2850,,,,,,75,,,,317688,7010,0.49
5/15/2020,7,3025,0,2432,0,56,4,2854,,,,,,75,,,,325763,8075,0.53
5/16/2020,0,3025,0,2432,0,56,1,2855,,,,,,75,,,,332254,6491,0.54
5/17/2020,3,3028,0,2432,0,56,1,2856,,,,,,73.15,,,,336297,4043,0.57
5/18/2020,3,3031,3,2435,0,56,1,2857,,,,,,73.15,,,,343058,6761,0.6
5/19/2020,2,3033,2,2437,0,56,0,2857,,,,,,75,,,,350714,7656,0.62
5/20/2020,1,3034,0,2437,0,56,31,2888,,,,,,75,,,,359248,8534,0.65
5/21/2020,3,3037,2,2439,0,56,9,2897,,,,,,75,,,,367875,8627,0.69
5/22/2020,0,3037,0,2439,0,56,13,2910,,,,,,75,,,,375611,7736,0.73
5/23/2020,3,3040,1,2440,0,56,6,2916,,,,,,75,,,,383525,7914,0.82
5/24/2020,0,3040,0,2440,1,57,5,2921,,,,,,75,,,,387823,4298,0.9
5/25/2020,2,3042,1,2441,0,57,7,2928,,,,,,75,,,,396017,8194,1.02
5/26/2020,3,3045,0,2441,0,57,1,2929,,,,,,75,,,,405210,9193,1.15
5/27/2020,9,3054,0,2441,0,57,2,2931,,,,,,75,,,,415231,10021,1.27
5/28/2020,11,3065,0,2441,0,57,14,2945,,,,,,75,,,,424412,9181,1.27
5/29/2020,11,3076,0,2441,0,57,0,2945,,,,,,75,,,,433171,8759,1.2
5/30/2020,1,3077,0,2441,0,57,16,2961,,,,,,75,,,,440929,7758,1.07
5/31/2020,4,3081,0,2441,0,57,2,2963,,,,,,75,-142.6,-0.07,-5.35,445726,4797,0.98
6/1/2020,1,3082,0,2441,0,57,2,2965,,,,,,75,,,,453829,8103,0.89
6/2/2020,1,3083,0,2441,1,58,1,2966,,,,,,75,,,,464122,10293,0.84
6/3/2020,1,3084,0,2441,0,58,2,2968,,,,,,75,,,,470818,6696,0.81
6/4/2020,17,3101,0,2441,0,58,0,2968,,,,,,75,,,,480847,10029,0.8
6/5/2020,1,3102,0,2441,0,58,3,2971,,,,,,75,,,,489810,8963,0.79
6/6/2020,2,3104,0,2441,0,58,0,2971,,,,,,62.96,,,,495069,5259,0.82
6/7/2020,8,3112,0,2441,0,58,1,2972,,,,,,62.96,,,,500150,5081,0.86
6/8/2020,7,3119,0,2441,0,58,1,2973,,,,,,62.96,,,,508820,8670,0.85
6/9/2020,2,3121,0,2441,0,58,0,2973,,,,,,62.96,,,,519346,10526,0.81
6/10/2020,4,3125,0,2441,0,58,8,2981,,,,,,62.96,,,,527286,7940,0.77
6/11/2020,0,3125,0,2441,0,58,6,2987,,,,,,62.96,,,,537652,10366,0.73
6/12/2020,4,3129,0,2441,0,58,0,2987,,,,,,62.96,,,,546470,8818,0.74
6/13/2020,5,3134,0,2441,0,58,0,2987,,,,,,62.96,,,,552096,5626,0.75
6/14/2020,1,3135,0,2441,0,58,0,2987,,,,,,62.96,,,,556894,4798,0.72
6/15/2020,0,3135,0,2441,0,58,0,2987,,,,,,59.26,,,,564857,7963,0.71
6/16/2020,0,3135,0,2441,0,58,6,2993,,,,,,59.26,,,,573793,8936,0.75
6/17/2020,0,3135,0,2441,0,58,3,2996,,,,,,59.26,,,,581795,8002,0.81
6/18/2020,6,3141,0,2441,0,58,1,2997,,,,,,59.26,,,,589932,8137,0.89
6/19/2020,5,3146,0,2441,0,58,11,3008,,,,,,59.26,,,,596823,6891,0.92
6/20/2020,1,3147,0,2441,0,58,10,3018,,,,,,59.26,,,,600766,3943,0.91
6/21/2020,1,3148,0,2441,0,58,0,3018,,,,,,59.26,,,,604371,3605,0.92
6/22/2020,3,3151,0,2441,0,58,4,3022,,,,,,59.26,,,,610576,6205,0.95
6/23/2020,5,3156,0,2441,0,58,1,3023,,,,,,59.26,,,,616355,5779,0.98
6/24/2020,1,3157,0,2441,0,58,3,3026,,,,,,59.26,,,,621618,5263,0.95
6/25/2020,1,3158,0,2441,0,58,12,3038,,,,,,59.26,,,,628289,6671,0.94
6/26/2020,4,3162,0,2441,0,58,2,3040,,,,,,59.26,,,,632609,4320,0.98
6/27/2020,0,3162,0,2441,0,58,13,3053,,,,,,59.26,,,,636152,3543,1
6/28/2020,0,3162,0,2441,0,58,0,3053,,,,,,59.26,,,,638699,2547,1.06
6/29/2020,7,3169,0,2441,0,58,0,3053,,,,,,59.26,,,,645136,6437,1.16
6/30/2020,2,3171,0,2441,0,58,3,3056,,,,,,59.26,858.4,0.34,2.6,650395,5259,1.15
7/1/2020,2,3173,0,2441,0,58,3,3059,,,,,,52.78,,,,654775,4380,1.16
7/2/2020,6,3179,0,2441,0,58,0,3059,,,,,,52.78,,,,659420,4645,1.16
7/3/2020,1,3180,0,2441,0,58,7,3066,,,,,,52.78,,,,663675,4255,1.14
7/4/2020,5,3185,0,2441,0,58,0,3066,,,,,,52.78,,,,666081,2406,1.15
7/5/2020,5,3190,0,2441,0,58,5,3071,,,,,,52.78,,,,668610,2529,1.14
7/6/2020,5,3195,0,2441,0,58,1,3072,,,,,,52.78,,,,671724,3114,1.08
7/7/2020,0,3195,0,2441,0,58,0,3072,,,,,,52.78,,,,674724,3000,1
7/8/2020,2,3197,0,2441,0,58,2,3074,,,,,,52.78,,,,678239,3515,0.97
7/9/2020,5,3202,0,2441,0,58,11,3085,,,,,,52.78,,,,682574,4335,0.95
7/10/2020,0,3202,0,2441,0,58,2,3087,,,,,,52.78,,,,687650,5076,0.91
7/11/2020,14,3216,0,2441,0,58,1,3088,,,,,,52.78,,,,690967,3317,0.92
7/12/2020,1,3217,0,2441,0,58,0,3088,,,,,,52.78,,,,693780,2813,0.92
7/13/2020,3,3220,0,2441,0,58,2,3090,,,,,,52.78,,,,697901,4121,0.95
7/14/2020,7,3227,0,2441,0,58,1,3091,,,,,,52.78,,,,704028,6127,0.99
7/15/2020,5,3232,0,2441,0,58,1,3092,,,,,,52.78,,,,709415,5387,0.98
7/16/2020,4,3236,0,2441,0,58,3,3095,,,,,,52.78,,,,717770,8355,0.96
7/17/2020,3,3239,0,2441,0,58,1,3096,,,,,,52.78,,,,723798,6028,0.95
7/18/2020,7,3246,0,2441,0,58,0,3096,,,,,,52.78,,,,728679,4881,0.96
7/19/2020,3,3249,0,2441,0,58,0,3096,,,,,,52.78,,,,731999,3320,0.93
7/20/2020,1,3250,0,2441,0,58,0,3096,,,,,,52.78,,,,736729,4730,0.91
7/21/2020,5,3255,0,2441,0,58,9,3105,,,,,,52.78,,,,741202,4473,0.92
7/22/2020,6,3261,0,2441,0,58,0,3105,,,,,,52.78,,,,747857,6655,0.9
7/23/2020,8,3269,0,2441,0,58,0,3105,,,,,,52.78,,,,753635,5778,0.88
7/24/2020,10,3279,0,2441,0,58,2,3107,,,,,,52.78,,,,759407,5772,0.86
7/25/2020,3,3282,0,2441,0,58,2,3109,,,,,,52.78,,,,763304,3897,0.84
7/26/2020,9,3291,0,2441,0,58,0,3109,,,,,,52.78,,,,766266,2962,0.84
7/27/2020,4,3295,0,2441,0,58,2,3111,,,,,,52.78,,,,770592,4326,0.81
7/28/2020,2,3297,0,2441,0,58,0,3111,,,,,,52.78,,,,775216,4624,0.77
7/29/2020,1,3298,0,2441,0,58,0,3111,,,,,,52.78,,,,780874,5658,0.76
7/30/2020,6,3304,0,2441,0,58,0,3111,,,,,,52.78,,,,787789,6915,0.78
7/31/2020,6,3310,0,2441,0,58,14,3125,,,,,,52.78,-53,-0.02,-2.24,792818,5029,0.79
8/1/2020,2,3312,0,2441,0,58,10,3135,,,,,,52.78,,,,796499,3681,0.82
8/2/2020,5,3317,0,2441,0,58,7,3142,,,,,,52.78,,,,799685,3186,0.85
8/3/2020,3,3320,0,2441,0,58,0,3142,,,,,,52.78,,,,803386,3701,0.87
8/4/2020,1,3321,0,2441,0,58,0,3142,,,,,,52.78,,,,807341,3955,0.89
8/5/2020,7,3328,0,2441,0,58,2,3144,,,,,,52.78,,,,811935,4594,0.94
8/6/2020,2,3330,0,2441,0,58,4,3148,,,,,,52.78,,,,815921,3986,0.96
8/7/2020,15,3345,0,2441,0,58,0,3148,,,,,,52.78,,,,820454,4533,1.01
8/8/2020,3,3348,0,2441,0,58,2,3150,,,,,,52.78,,,,824833,4379,0.97
8/9/2020,3,3351,0,2441,0,58,1,3151,,,,,,52.78,,,,828385,3552,0.93
8/10/2020,0,3351,0,2441,0,58,9,3160,,,,,,52.78,,,,831941,3556,0.91
8/11/2020,0,3351,0,2441,0,58,3,3163,,,,,,52.78,,,,836077,4136,0.92
8/12/2020,5,3356,0,2441,0,58,6,3169,,,,,,52.78,,,,840080,4003,0.97
8/13/2020,3,3359,0,2441,0,58,0,3169,,,,,,52.78,,,,844114,4034,1
8/14/2020,17,3376,0,2441,0,58,4,3173,,,,,,50,,,,847358,3244,1.04
8/15/2020,0,3376,0,2441,0,58,20,3193,,,,,,50,,,,850714,3356,0.97
8/16/2020,1,3377,0,2441,0,58,1,3194,,,,,,50,,,,853786,3072,0.91
8/17/2020,1,3378,0,2441,0,58,0,3194,,,,,,50,,,,858048,4262,0.88
8/18/2020,3,3381,0,2441,0,58,4,3198,,,,,,50,,,,862248,4200,0.87
8/19/2020,1,3382,0,2441,0,58,1,3199,,,,,,50,,,,868456,6208,0.86
8/20/2020,7,3389,0,2441,0,58,19,3218,,,,,,50,,,,873929,5473,0.88
8/21/2020,1,3390,0,2441,0,58,1,3219,,,,,,50,,,,878226,4297,0.84
8/22/2020,0,3390,0,2441,0,58,1,3220,,,,,,50,,,,881794,3568,0.88
8/23/2020,5,3395,0,2441,0,58,1,3221,,,,,,50,,,,884460,2666,0.93
8/24/2020,2,3397,0,2441,0,58,1,3222,,,,,,50,,,,889807,5347,0.94
8/25/2020,5,3402,0,2441,0,58,7,3229,,,,,,50,,,,893495,3688,0.95
8/26/2020,1,3403,0,2441,0,58,8,3237,,,,,,50,,,,898704,5209,0.93
8/27/2020,1,3404,0,2441,0,58,0,3237,,,,,,50,,,,903570,4866,0.94
8/28/2020,6,3410,0,2441,0,58,0,3237,,,,,,50,,,,908325,4755,0.98
8/29/2020,1,3411,0,2441,0,58,5,3242,,,,,,50,,,,911888,3563,0.99
8/30/2020,0,3411,0,2441,0,58,10,3252,,,,,,50,,,,915572,3684,1.03
8/31/2020,1,3412,0,2441,0,58,0,3252,,,,,,50,-677.6,-0.2,-1.5,920560,4988,1.11
9/1/2020,5,3417,0,2441,0,58,22,3274,,,,,,50,,,,924780,4220,1.2
9/2/2020,8,3425,0,2441,0,58,0,3274,,,,,,50,,,,928601,3821,1.25
9/3/2020,2,3427,0,2441,0,58,3,3277,,,,,,50,,,,933290,4689,1.22
9/4/2020,4,3431,1,2442,0,58,0,3277,,,,,,50,,,,937852,4562,1.21
9/5/2020,7,3438,0,2442,0,58,2,3279,,,,,,50,,,,940755,2903,1.24
9/6/2020,6,3444,0,2442,0,58,2,3281,,,,,,50,,,,944218,3463,1.21
9/7/2020,1,3445,0,2442,0,58,0,3281,,,,,,44.44,,,,948955,4737,1.16
9/8/2020,1,3446,0,2442,0,58,3,3284,,,,,,44.44,,,,955130,6175,1.12
9/9/2020,1,3447,0,2442,0,58,2,3286,,,,,,44.44,,,,960498,5368,1.14
9/10/2020,7,3454,0,2442,0,58,24,3310,,,,,,44.44,,,,965485,4987,1.21
9/11/2020,7,3461,0,2442,0,58,2,3312,,,,,,44.44,,,,970495,5010,1.22
9/12/2020,5,3466,0,2442,0,58,0,3312,,,,,,44.44,,,,975503,5008,1.21
9/13/2020,7,3473,0,2442,0,58,0,3312,,,,,,44.44,,,,978488,2985,1.2
9/14/2020,2,3475,0,2442,0,58,0,3312,,,,,,44.44,,,,982877,4389,1.17
9/15/2020,5,3480,0,2442,0,58,3,3315,,,,,,44.44,,,,986977,4100,1.13
9/16/2020,10,3490,0,2442,0,58,1,3316,,,,,,44.44,,,,991212,4235,1.11
9/17/2020,0,3490,0,2442,0,58,9,3325,,,,,,44.44,,,,995247,4035,1.04
9/18/2020,7,3497,0,2442,1,59,3,3328,,,,,,44.44,,,,999615,4368,1.01
9/19/2020,3,3500,0,2442,0,59,10,3338,,,,,,44.44,,,,1002619,3004,0.98
9/20/2020,6,3506,0,2442,0,59,2,3340,,,,,,44.44,,,,1005756,3137,0.96
9/21/2020,0,3506,0,2442,0,59,2,3342,,,,,,44.44,,,,1010964,5208,0.92
9/22/2020,5,3511,0,2442,0,59,1,3343,,,,,,47.22,,,,1016484,5520,0.89
9/23/2020,3,3514,0,2442,0,59,2,3345,,,,,,47.22,,,,1021085,4601,0.86
9/24/2020,2,3516,0,2442,0,59,8,3353,,,,,,47.22,,,,1025764,4679,0.84
9/25/2020,3,3519,0,2442,0,59,7,3360,,,,,,47.22,,,,1030254,4490,0.84
9/26/2020,3,3522,0,2442,0,59,2,3362,,,,,,47.22,,,,1034355,4101,0.86
9/27/2020,1,3523,0,2442,0,59,5,3367,,,,,,47.22,,,,1038122,3767,0.88
9/28/2020,22,3545,0,2442,0,59,2,3369,,,,,,47.22,,,,1043017,4895,0.92
9/29/2020,14,3559,0,2442,0,59,1,3370,,,,,,47.22,,,,1048381,5364,0.96
9/30/2020,5,3564,0,2442,0,59,4,3374,,,,,,47.22,-1330,-0.36,-1.63,1053371,4990,0.94
10/1/2020,5,3569,0,2442,0,59,5,3379,,,,,,47.22,,,,1057713,4342,0.95
10/2/2020,6,3575,0,2442,0,59,5,3384,,,,,,47.22,,,,1061810,4097,0.97
10/3/2020,8,3583,0,2442,0,59,2,3386,,,,,,47.22,,,,1065146,3336,0.99
10/4/2020,2,3585,0,2442,0,59,2,3388,,,,,,47.22,,,,1069096,3950,1.01
10/5/2020,5,3590,0,2442,0,59,2,3390,,,,,,47.22,,,,1073251,4155,1.05
10/6/2020,10,3600,0,2442,0,59,0,3390,,,,,,47.22,,,,1077127,3876,1.08
10/7/2020,15,3615,0,2442,0,59,1,3391,,,,,,47.22,,,,1081402,4275,1.08
10/8/2020,7,3622,0,2442,0,59,48,3439,,,,,,47.22,,,,1085990,4588,1.04
10/9/2020,6,3628,0,2442,0,59,2,3441,,,,,,47.22,,,,1091871,5881,1
10/10/2020,6,3634,0,2442,0,59,4,3445,,,,,,47.22,,,,1096467,4596,0.98
10/11/2020,2,3636,0,2442,0,59,6,3451,,,,,,47.22,,,,1099830,3363,0.98
10/12/2020,5,3641,0,2442,0,59,3,3454,,,,,,47.22,,,,1104888,5058,0.99
10/13/2020,2,3643,0,2442,0,59,3,3457,,,,,,47.22,,,,1109458,4570,1
10/14/2020,9,3652,0,2442,0,59,0,3457,,,,,,47.22,,,,1114451,4993,1.05
10/15/2020,13,3665,0,2442,0,59,6,3463,,,,,,47.22,,,,1119223,4772,1.08
10/16/2020,4,3669,0,2442,0,59,4,3467,,,,,,47.22,,,,1124261,5038,1.07
10/17/2020,10,3679,2,2444,0,59,11,3478,,,,,,47.22,,,,1127841,3580,1.08
10/18/2020,7,3686,3,2447,0,59,3,3481,,,,,,47.22,,,,1131750,3909,1.08
10/19/2020,5,3691,0,2447,0,59,7,3488,,,,,,47.22,,,,1136724,4974,1.07
10/20/2020,9,3700,0,2447,0,59,3,3491,,,,,,47.22,,,,1143561,6837,1.07
10/21/2020,9,3709,0,2447,0,59,4,3495,,,,,,47.22,,,,1148599,5038,1.05
10/22/2020,10,3719,0,2447,0,59,19,3514,,,,,,47.22,,,,1153554,4955,1.03
10/23/2020,8,3727,0,2447,0,59,4,3518,,,,,,47.22,,,,1157834,4280,1.01
10/24/2020,4,3731,1,2448,0,59,11,3529,,,,,,47.22,,,,1161884,4050,0.98
10/25/2020,5,3736,0,2448,0,59,1,3530,,,,,,47.22,,,,1165055,3171,0.99
10/26/2020,7,3743,0,2448,0,59,13,3543,,,,,,47.22,,,,1169958,4903,0.99
10/27/2020,3,3746,0,2448,0,59,8,3551,,,,,,47.22,,,,1175091,5133,0.99
10/28/2020,12,3758,0,2448,0,59,10,3561,,,,,,47.22,,,,1179341,4250,1.01
10/29/2020,5,3763,0,2448,0,59,9,3570,,,,,,47.22,,,,1183884,4543,1
10/30/2020,12,3775,0,2448,0,59,15,3585,,,,,,47.22,,,,1187789,3905,1
10/31/2020,5,3780,0,2448,0,59,5,3590,,,,,,47.22,-3000,-0.72,-3.86,1191306,3517,0.98
11/1/2020,4,3784,0,2448,0,59,2,3592,,,,,,47.22,,,,1194291,2985,0.97
11/2/2020,3,3787,0,2448,0,59,3,3595,,,,,,47.22,,,,1198439,4148,0.98
11/3/2020,10,3797,0,2448,0,59,10,3605,,,,,,47.22,,,,1203673,5234,1
11/4/2020,7,3804,0,2448,0,59,7,3612,,,,,,47.22,,,,1208222,4549,1
11/5/2020,6,3810,0,2448,0,59,11,3623,,,,,,47.22,,,,1212563,4341,0.99
11/6/2020,8,3818,0,2448,1,60,16,3639,,,,,,47.22,,,,1215739,3176,1
11/7/2020,12,3830,1,2449,0,60,5,3644,,,,,,47.22,,,,1219577,3838,1
11/8/2020,7,3837,0,2449,0,60,10,3654,,,,,,47.22,,,,1222392,2815,0.96
11/9/2020,3,3840,0,2449,0,60,7,3661,,,,,,47.22,,,,1225975,3583,0.92
11/10/2020,4,3844,1,2450,0,60,9,3670,,,,,,47.22,,,,1230639,4664,0.91
11/11/2020,3,3847,0,2450,0,60,15,3685,,,,,,47.22,,,,1235308,4669,0.9
11/12/2020,5,3852,0,2450,0,60,8,3693,,,,,,47.22,,,,1239393,4085,0.92
11/13/2020,9,3861,0,2450,0,60,4,3697,,,,,,47.22,,,,1242858,3465,0.95
11/14/2020,5,3866,0,2450,0,60,10,3707,,,,,,47.22,,,,1246311,3453,0.95
11/15/2020,8,3874,0,2450,0,60,8,3715,,,,,,47.22,,,,1248855,2544,0.96
11/16/2020,1,3875,0,2450,0,60,6,3721,,,,,,47.22,,,,1251908,3053,0.95
11/17/2020,3,3878,0,2450,0,60,3,3724,,,,,,47.22,,,,1256132,4224,0.98
11/18/2020,2,3880,0,2450,0,60,5,3729,,,,,,47.22,,,,1260612,4480,1.03
11/19/2020,8,3888,0,2450,0,60,13,3742,,,,,,47.22,,,,1263203,2591,1.1
11/20/2020,4,3892,0,2450,0,60,3,3745,,,,,,47.22,,,,1265816,2613,1.15
11/21/2020,10,3902,0,2450,0,60,11,3756,,,,,,47.22,,,,1268230,2414,1.23
11/22/2020,11,3913,0,2450,0,60,5,3761,,,,,,50,,,,1270668,2438,1.26
11/23/2020,7,3920,0,2450,0,60,5,3766,,,,,,50,,,,1274347,3679,1.27
11/24/2020,2,3922,0,2450,0,60,6,3772,,,,,,50,,,,1278462,4115,1.29
11/25/2020,4,3926,0,2450,0,60,8,3780,,,,,,50,,,,1282895,4433,1.35
11/26/2020,16,3942,0,2450,0,60,8,3788,,,,,,50,,,,1286329,3434,1.43
11/27/2020,19,3961,0,2450,0,60,2,3790,,,,,,50,,,,1290440,4111,1.46
11/28/2020,5,3966,0,2450,0,60,8,3798,,,,,,50,,,,1293655,3215,1.43
11/29/2020,11,3977,0,2450,0,60,2,3800,,,,,,50,,,,1297017,3362,1.44
11/30/2020,21,3998,0,2450,0,60,3,3803,,,,,,50,-440.6,-0.1,6.24,1301522,4505,1.44
12/1/2020,10,4008,0,2450,0,60,8,3811,,,,,,50,,,,1306764,5242,1.42
12/2/2020,18,4026,0,2450,0,60,11,3822,,,,,,50,,,,1312064,5300,1.41
12/3/2020,13,4039,0,2450,0,60,10,3832,,,,,,50,,,,1317417,5353,1.38
12/4/2020,14,4053,1,2451,0,60,7,3839,,,,,,50,,,,1323200,5783,1.36
12/5/2020,19,4072,2,2453,0,60,9,3848,,,,,,50,,,,1328500,5300,1.36
12/6/2020,14,4086,2,2455,0,60,5,3853,,,,,,50,,,,1333084,4584,1.33
12/7/2020,21,4107,0,2455,0,60,15,3868,,,,,,50,,,,1338781,5697,1.32
12/8/2020,19,4126,4,2459,0,60,6,3874,,,,,,50,,,,1346078,7297,1.31
12/9/2020,25,4151,0,2459,0,60,6,3880,,,,,,50,,,,1353756,7678,1.29
12/10/2020,18,4169,1,2460,0,60,8,3888,,,,,,50,,,,1359521,5765,1.25
12/11/2020,11,4180,0,2460,0,60,15,3903,,,,,,50,,,,1364181,4660,1.22
12/12/2020,12,4192,0,2460,0,60,12,3915,,,,,,50,,,,1368225,4044,1.21
12/13/2020,17,4209,0,2460,0,60,8,3923,,,,,,50,,,,1371963,3738,1.23
12/14/2020,28,4237,1,2461,0,60,17,3940,,,,,,50,,,,1377042,5079,1.24
12/15/2020,9,4246,0,2461,0,60,9,3949,,,,,,50,,,,1383216,6174,1.24
12/16/2020,15,4261,0,2461,0,60,28,3977,,,,,,50,,,,1389996,6780,1.28
12/17/2020,20,4281,0,2461,0,60,12,3989,,,,,,50,,,,1395381,5385,1.33
12/18/2020,16,4297,1,2462,0,60,16,4005,,,,,,50,,,,1400721,5340,1.39
12/19/2020,34,4331,12,2474,0,60,19,4024,,,,,,50,,,,1406038,5317,1.46
12/20/2020,576,4907,535,3009,0,60,17,4041,,,,,,50,,,,1413548,7510,1.5
12/21/2020,382,5289,374,3383,0,60,12,4053,,,,,,63.89,,,,1431281,17733,1.54
12/22/2020,427,5716,413,3796,0,60,25,4078,,,,,,63.89,,,,1451418,20137,1.49
12/23/2020,46,5762,39,3835,0,60,17,4095,,,,,,63.89,,,,1476623,25205,1.36
12/24/2020,67,5829,58,3893,0,60,21,4116,,,,,,63.89,,,,1501942,25319,1.28
12/25/2020,81,5910,72,3965,0,60,21,4137,,,,,,63.89,,,,1523274,21332,1.25
12/26/2020,110,6020,94,4059,0,60,15,4152,,,,,,63.89,,,,1542157,18883,1.24
12/27/2020,121,6141,112,4171,0,60,9,4161,,,,,,63.89,,,,1555616,13459,1.25
12/28/2020,144,6285,129,4300,0,60,19,4180,,,,,,63.89,,,,1576700,21084,1.26
12/29/2020,155,6440,145,4445,1,61,4,4184,,,,,,63.89,,,,1597064,20364,1.32
12/30/2020,250,6690,236,4681,0,61,28,4212,,,,,,63.89,,,,1620434,23370,1.39
12/31/2020,194,6884,181,4862,0,61,28,4240,,,,,,63.89,3376,0.68,9.12,1634168,13734,1.42
1/1/2021,279,7163,264,5126,2,63,33,4273,,,,,,63.89,,,,1643947,9779,1.46
1/2/2021,216,7379,214,5340,1,64,26,4299,,,,,,63.89,,,,1655214,11267,1.48
1/3/2021,315,7694,312,5652,0,64,38,4337,,,,,,63.89,,,,1669406,14192,1.51
1/4/2021,745,8439,729,6381,1,65,15,4352,,,,,,63.89,,,,1692753,23347,1.52
1/5/2021,527,8966,521,6902,1,66,45,4397,,,,,,63.89,,,,1724178,31425,1.44
1/6/2021,365,9331,349,7251,1,67,21,4418,,,,,,63.89,,,,1757988,33810,1.35
1/7/2021,305,9636,302,7553,1,68,103,4521,,,,,,63.89,,,,1790629,32641,1.25
1/8/2021,205,9841,189,7742,0,68,734,5255,,,,,,63.89,,,,1825933,35304,1.17
1/9/2021,212,10053,193,7935,0,68,291,5546,,,,,,63.89,,,,1853849,27916,1.12
1/10/2021,245,10298,224,8159,0,68,882,6428,,,,,,63.89,,,,1871678,17829,1.07
1/11/2021,249,10547,224,8383,0,68,138,6566,,,,,,63.89,,,,1907776,36098,1.03
1/12/2021,287,10834,278,8661,0,68,166,6732,,,,,,63.89,,,,1937004,29228,1.02
1/13/2021,157,10991,132,8793,0,68,211,6943,,,,,,63.89,,,,1964753,27749,1.01
1/14/2021,271,11262,259,9052,2,70,717,7660,,,,,,63.89,,,,1996368,31615,1.02
1/15/2021,188,11450,154,9206,0,70,628,8288,,,,,,58.33,,,,2025683,29315,1.03
1/16/2021,230,11680,209,9415,1,71,618,8906,,,,,,53.7,,,,2046859,21176,1.05
1/17/2021,374,12054,364,9779,0,71,109,9015,,,,,,53.7,,,,2060750,13891,1.07
1/18/2021,369,12423,357,10136,1,72,191,9206,,,,,,53.7,,,,2080487,19737,1.06
1/19/2021,171,12594,158,10294,0,72,150,9356,,,,,,62.04,,,,2108957,28470,1.04
1/20/2021,59,12653,51,10345,0,72,265,9621,,,,,,62.04,,,,2133908,24951,1.07
1/21/2021,142,12795,125,10470,0,72,221,9842,,,,,,62.04,,,,2158845,24937,1.12
1/22/2021,309,13104,297,10767,0,72,382,10224,,,,,,58.33,,,,2185973,27128,1.2
1/23/2021,198,13302,180,10947,1,73,224,10448,,,,,,58.33,,,,2204144,18171,1.27
1/24/2021,198,13500,191,11138,3,76,119,10567,,,,,,52.78,,,,2214326,10182,1.35
1/25/2021,187,13687,177,11315,0,76,95,10662,,,,,,52.78,,,,2231788,17462,1.46
1/26/2021,959,14646,937,12252,0,76,230,10892,,,,,,52.78,,,,2255885,24097,1.6
1/27/2021,819,15465,808,13060,1,77,162,11054,,,,,,52.78,,,,2281100,25215,1.63
1/28/2021,756,16221,746,13806,0,77,233,11287,,,,,,52.78,,,,2303939,22839,1.6
1/29/2021,802,17023,781,14587,0,77,109,11396,,,,,,52.78,,,,2324051,20112,1.55
1/30/2021,930,17953,916,15503,0,77,109,11505,,,,,,52.78,,,,2345685,21634,1.49
1/31/2021,829,18782,822,16325,0,77,110,11615,,,,,,52.78,4877.4,0.9,3.32,2360423,14738,1.4
2/1/2021,836,19618,832,17157,1,78,899,12514,,,,,,44.44,,,,2377783,17360,1.31
2/2/2021,836,20454,819,17976,1,79,703,13217,,,,,,44.44,,,,2398386,20603,1.22
2/3/2021,795,21249,783,18759,0,79,784,14001,,,,,,44.44,,,,2419612,21226,1.14
2/4/2021,809,22058,796,19555,0,79,797,14798,,,,,,40.74,,,,2440872,21260,1.05
2/5/2021,586,22644,573,20128,0,79,533,15331,,,,,,40.74,,,,2459599,18727,0.95
2/6/2021,490,23134,479,20607,0,79,943,16274,,,,,,40.74,,,,2476324,16725,0.85
2/7/2021,237,23371,225,20832,0,79,668,16942,,,,,,40.74,,,,2486146,9822,0.75
2/8/2021,186,23557,176,21008,1,80,468,17410,,,,,,40.74,,,,2499290,13144,0.68
2/9/2021,189,23746,179,21187,0,80,956,18366,,,,,,40.74,,,,2515808,16518,0.62
2/10/2021,157,23903,144,21331,0,80,548,18914,,,,,,52.78,,,,2533343,17535,0.59
